RECNO	D	NEW	E	SOC	SOC2000	INDEXOCC	IND	ADD	SEE
7879				505	8141	Erector, shuttering, metal			
7880	O			570	5315	Erector, shuttering			
7881				896	8149	Erector, sign			
7882				505	8141	Erector, stage	(ship repairing)		
7883				535	5311	Erector, staircase, iron			
7884				535	5311	Erector, steel			
7885				535	5311	Erector, steelwork			
7886				535	5311	Erector, structural			
7887				521	5241	Erector, switchgear			
7888				699	9129	Erector, tent			
7889				535	5311	Erector, tower			
7890				521	5241	Erector, transformer			
7891				919	9139	Erector, wicket	(ceramics mfr)		
7892				521	5241	Erector		(machinery, electrical)	
7893	A			516	5223	Erector		(machinery)	
7894		*		535	5311	Erector		(steel)	
7895				535	5311	Erector	(coal mine: above ground)		
7896	I			516	5223	Erector	(coal mine)		
7897				535	5311	Erector	(engineering: structural)		
7898	I			516	5223	Erector	(engineering)		
7899				516	5223	Erector-fitter			
7900				201	2126	Ergonomist			
7901		*		719	7129	Escort	(estate agents)		
7902	I			630	6213	Escort			
7903		*		874	8214	Escort-driver			
7904		*		360	3531	Estimator, building			
7905				506	5322	Estimator, carpet			
7906				360	3531	Estimator, chief			
7907				360	3531	Estimator, cost			
7908		*		360	3531	Estimator, planning			
7909				360	3531	Estimator, print			
7910				360	3531	Estimator, printing			
7911				360	3531	Estimator, technical			
7912	O			360	3531	Estimator			
7913				700	3541	Estimator and buyer	(retail trade)		
7914				262	2434	Estimator and surveyor			
7915				310	3122	Estimator-draughtsman			
7916				360	3531	Estimator-engineer			
7917				381	3411	Etcher, black and white			
7918				569	5421	Etcher, block, process			
7919				569	5421	Etcher, colour			
7920				569	5421	Etcher, copper	(printing)		
7921				899	8129	Etcher, cutlery			
7922				569	5421	Etcher, deep			
7923				569	5421	Etcher, fine			
7924				591	5491	Etcher, hand		(glass)	
7925				569	5421	Etcher, line			
7926				591	5491	Etcher, machine			
7927				569	5421	Etcher, photogravure			
7928				569	5421	Etcher, roller			
7929				569	5421	Etcher, rough			
7930				569	5421	Etcher, tone, half			
7931				599	5499	Etcher		(integrated, printed circuits)	
7932				599	5249	Etcher	(aircraft mfr)		
7933				591	5491	Etcher	(ceramics mfr)		
7934				899	8129	Etcher	(cutlery mfr)		
7935				591	5491	Etcher	(glass mfr)		
7936				599	5495	Etcher	(jewellery, plate mfr)		
7937				569	5421	Etcher	(printing)		
7938				899	8129	Etcher	(tool mfr)		
7939				291	2322	Ethnologist			
7940				291	2322	Ethnomusicologist			
7941				291	2322	Etymologist			
7942				364	3539	Evaluator, job			
7943				292	2444	Evangelist			
7944				582	5433	Eviscerator			
7945				869	8133	Examiner, ammunition			
7946				860	8133	Examiner, armaments			
7947				132	4111	Examiner, assistant	(government)		
7948				250	2421	Examiner, audit	(DETR)		
7949				861	8133	Examiner, bag			
7950				861	8133	Examiner, bank-note			
7951				250	2421	Examiner, bankruptcy			
7952				861	8133	Examiner, book	(printing)		
7953				863	8134	Examiner, bottle	(brewery)		
7954				310	3122	Examiner, boundary	(Ordnance Survey)		
7955				516	5223	Examiner, brake	(railways)		
7956				896	8143	Examiner, bridge	(railways)		
7957				869	8133	Examiner, brush			
7958				860	8133	Examiner, bulb	(lamp mfr)		
7959				860	8133	Examiner, bullet			
7960				860	8133	Examiner, burr	(dental instrument mfr)		
7961				860	8133	Examiner, bus			
7962				516	5223	Examiner, carriage	(railways)		
7963				516	5223	Examiner, carriage and wagon			
7964				860	8133	Examiner, chain			
7965				861	8133	Examiner, cheque			
7966				869	8133	Examiner, cigar			
7967				869	8133	Examiner, cloth, leather			
7968	O			861	8133	Examiner, cloth			
7969				516	5223	Examiner, coach	(railways)		
7970				860	8133	Examiner, cycle			
7971				869	8133	Examiner, decorator's	(ceramics mfr)		
7972				395	3566	Examiner, driving	(DETR)		
7973				860	8133	Examiner, engineering			
7974				860	8133	Examiner, file			
7975				869	8133	Examiner, film			
7976				861	8133	Examiner, final	(clothing mfr)		
7977				395	3566	Examiner, flight			
7978				202	2113	Examiner, gas	(DTI)		
7979				869	8133	Examiner, glass	(glass mfr)		
7980				553	8137	Examiner, heald			
7981				861	8133	Examiner, hosiery			
7982				861	8133	Examiner, impression	(Ordnance Survey)		
7983				250	2421	Examiner, insolvency			
7984				861	8133	Examiner, label			
7985				869	8133	Examiner, machine, cigarette			
7986				310	3122	Examiner, map	(Ordnance Survey)		
7987				860	8133	Examiner, mechanical			
7988		*		220	2211	Examiner, medical	(Benefits Agency)		
7989				860	8133	Examiner, meter	(DTI)		
7990				860	8133	Examiner, motor			
7991				860	8133	Examiner, pen			
7992				861	8133	Examiner, piece			
7993				861	8133	Examiner, plan	(Ordnance Survey)		
7994				410	4132	Examiner, policy	(insurance)		
7995				861	8133	Examiner, print			
7996				861	8133	Examiner, printer's			
7997				861	8133	Examiner, roller	(printing)		
7998				863	8134	Examiner, scrap	(steelworks)		
7999				899	8129	Examiner, shaft	(coal mine)		
8000				869	8133	Examiner, shell			
8001				555	8133	Examiner, shoe			
8002				860	8133	Examiner, spring			
8003				860	8133	Examiner, steel	(steelworks)		
8004				869	8133	Examiner, stem			
8005				861	8133	Examiner, stencil			
8006				861	8133	Examiner, thread			
8007				699	9229	Examiner, ticket	(entertainment)		
8008				631	6215	Examiner, ticket	(railways)		
8009			S	870	8219	Examiner, ticket	(road transport)		
8010				861	8133	Examiner, timber			
8011				860	8133	Examiner, tool, edge			
8012				922	8143	Examiner, track			
8013				395	3566	Examiner, traffic	(DETR)		
8014				395	3566	Examiner, traffic and driving	(DETR)		
8015				929	9129	Examiner, trench			
8016				861	8133	Examiner, tyre			
8017				869	8133	Examiner, vehicle	(DETR)		
8018	I			860	8133	Examiner, vehicle			
8019				516	5223	Examiner, wagon			
8020				860	8133	Examiner, wheel			
8021				860	8133	Examiner, wire			
8022				861	8133	Examiner, yarn			
8023				250	2421	Examiner		(insolvency)	
8024				869	8133	Examiner	(asbestos composition goods mfr)		
8025				219	2129	Examiner	(Board of Trade)		
8026				861	8133	Examiner	(bookbinding)		
8027				869	8133	Examiner	(ceramics mfr)		
8028				869	8133	Examiner	(chemical mfr)		
8029				861	8133	Examiner	(clothing mfr)		
8030			S	597	8122	Examiner	(coal mine)		
8031				869	8133	Examiner	(dyeing and cleaning)		
8032				860	8133	Examiner	(electrical goods mfr)		
8033				860	8133	Examiner	(electrical, electronic equipment mfr)		
8034				239	2319	Examiner	(examination board)		
8035				869	8133	Examiner	(fancy goods mfr)		
8036				861	8133	Examiner	(food products mfr)		
8037				555	8133	Examiner	(footwear mfr)		
8038				869	8133	Examiner	(glass mfr)		
8039				361	3531	Examiner	(Inland Revenue)		
8040				869	8133	Examiner	(laundry, launderette, dry cleaning)		
8041				863	8134	Examiner	(leather dressing)		
8042				869	8133	Examiner	(leathercloth mfr)		
8043				430	3520	Examiner	(legal services)		
8044				869	8133	Examiner	(match mfr)		
8045				860	8133	Examiner	(metal trades)		
8046				869	8133	Examiner	(mica, micanite goods mfr)		
8047				860	8133	Examiner	(MOD)		
8048				860	8133	Examiner	(ordnance factory)		
8049				861	8133	Examiner	(paper mfr)		
8050				219	2129	Examiner	(Patent Office)		
8051				869	8133	Examiner	(pencil, crayon mfr)		
8052				861	8133	Examiner	(plastics goods mfr)		
8053				861	8133	Examiner	(printing)		
8054				860	8133	Examiner	(railways)		
8055				860	8133	Examiner	(Royal Mint)		
8056				861	8133	Examiner	(rubber goods mfr)		
8057				863	8134	Examiner	(tannery)		
8058				861	8133	Examiner	(textile mfr)		
8059				861	8133	Examiner	(textile products mfr)		
8060				869	8133	Examiner	(tobacco mfr)		
8061				869	8133	Examiner	(toy mfr)		
8062				861	8133	Examiner	(wallpaper mfr)		
8063				861	8133	Examiner	(wood products mfr)		
8064				553	8137	Examiner and finisher		(net)	
8065				553	8137	Examiner and mender		(hosiery)	
8066				885	8229	Excavator	(building and contracting)		
8067				898	8123	Excavator	(mine: not coal)		
8068				885	8229	Excavator	(steelworks)		
8069		*		123	3543	Executive, account		(marketing)	
8070		*		123	3433	Executive, account		(public relations)	
8071		*		710	3542	Executive, account		(sales)	
8072				123	3543	Executive, account	(advertising)		
8073		*		361	3534	Executive, account	(insurance)		
8074		*		123	3543	Executive, accounts	(advertising)		
8075				123	3543	Executive, advertising			
8076		*		190	1114	Executive, chief	(charitable organisation)		
8077				199	1181	Executive, chief	(health authority: hospital service)		
8078				102	1113	Executive, chief	(local government)		
8079				101	1112	Executive, chief	(major organisation)		
8080	I	*		}}}	}}}}	Executive, chief			- see also Manager
8081		*		361	3531	Executive, claims	(insurance)		
8082				121	3543	Executive, commercial			
8083		*		214	2132	Executive, communications, web			
8084		*		364	3539	Executive, company, oil			
8085		*		350	3520	Executive, conveyancing			
8086		*		121	3543	Executive, development, business			
8087				380	3431	Executive, editorial	(newspaper)		
8088		*		702	3536	Executive, import			
8089				350	3520	Executive, legal			
8090		*		179	3543	Executive, liaison, client			
8091		*		123	3433	Executive, liaison, media			
8092				350	3520	Executive, litigation			
8093		*		364	3539	Executive, management, yield			
8094				121	3543	Executive, marketing			
8095				123	3543	Executive, media			
8096				790	7125	Executive, merchandising			
8097		*		177	6212	Executive, operations	(travel agents)		
8098		*		363	3562	Executive, personnel			
8099				131	3561	Executive, postal	(PO:	grade A)	
8100				131	3561	Executive, postal	(PO:	grade B)	
8101			S	430	4131	Executive, postal	(PO:	grade C)	
8102				940	9211	Executive, postal	(PO:	grade D)	
8103		*		123	3543	Executive, project	(advertising)		
8104				121	3543	Executive, promotions			
8105		*		120	3541	Executive, purchasing			
8106		*		363	3562	Executive, recruitment			
8107		*		103	2441	Executive, registration, senior	(Land Registry)		
8108	O	*		132	4111	Executive, registration	(Land Registry)		
8109	M	*		364	3539	Executive, registration			
8110				123	3433	Executive, relations, public			
8111				121	3543	Executive, research, market			
8112		*		121	3543	Executive, research	(market research)		
8113		*		132	4111	Executive, Revenue, Inland			
8114		*		132	4111	Executive, revenue	(government)		
8115		*		792	7113	Executive, sales, telephone			
8116		*		177	6212	Executive, sales, travel			
8117		*		792	7113	Executive, sales		(telephone sales)	
8118	M			121	3542	Executive, sales			
8119		*		710	3542	Executive, sales and marketing			
8120		*		179	3319	Executive, security			
8121		*		430	7212	Executive, services, customer			
8122		*		320	3132	Executive, support		(computing)	
8123		*		320	3131	Executive, systems		(computing)	
8124		*		792	7113	Executive, telesales			
8125		*		703	3532	Executive, trading, commodities			
8126				599	5499	Exhauster	(lamp, valve mfr)		
8127				899	8129	Expander, tube			
8128				534	5214	Expander	(boiler mfr)		
8129				899	8129	Expander	(tube mfr)		
8130				420	4131	Expeditor			
8131				809	8111	Expeller	(oil seed crushing)		
8132				360	3531	Expert, art			
8133				364	3539	Expert, efficiency, business			
8134		*		619	3319	Expert, print, finger			
8135				211	2122	Expert, salvage, marine			
8136				364	3539	Expert, study, time			
8137				702	3536	Exporter			
8138				899	8129	Extender, belt	(coal mine)		
8139				899	8129	Extender, conveyor	(coal mine)		
8140				699	6292	Exterminator		(pest)	
8141				384	3413	Extra	(entertainment)		
8142				814	8113	Extractor, hydro			
8143				809	8111	Extractor, oil			
8144				820	8114	Extractor	(chemical mfr)		
8145				597	8122	Extractor	(coal mine)		
8146				814	8113	Extractor	(textile mfr)		
8147		*		839	8116	Extruder, cable			
8148				899	8129	Extruder, machine	(arc welding electrode mfr)		
8149				839	8117	Extruder, metal			
8150				590	5491	Extruder		(ceramics)	
8151				839	8117	Extruder		(metal)	
8152				825	8116	Extruder		(plastics)	
8153				824	8115	Extruder		(rubber)	
8154				559	5419	Eyeletter	(clothing mfr)		
8155				555	5413	Eyeletter	(footwear mfr)		
8156				555	5413	Eyeletter	(leather goods mfr)		
8157				841	8125	Eyer		(needles)	
8158				250	2421	FCA			
8159				127	1131	FCIS			
8160				251	2422	FCWA			
8161				220	2211	FRCOG			
8162				220	2211	FRCP			
8163				220	2211	FRCS			
8164				250	2421	FSAA			
8165				516	5223	Fabricator, aluminium			
8166		*		825	8115	Fabricator, foam			
8167		*		503	5316	Fabricator, glass			
8168				516	5316	Fabricator, glazing, double			
8169				533	5213	Fabricator, metal, sheet			
8170		*		839	8117	Fabricator, pipe	(heavy engineering)		
8171				535	5311	Fabricator, steel			
8172				516	5316	Fabricator, upvc			
8173				516	5316	Fabricator, window			
8174				516	5316	Fabricator, window and door			
8175				599	8119	Fabricator	(cast stone products mfr)		
8176				825	8116	Fabricator	(plastics mfr)		
8177				839	8117	Fabricator	(tube mfr)		
8178	M	*		516	5223	Fabricator			
8179		*		537	5215	Fabricator-welder			
8180				897	8121	Facer, wood			
8181				869	8139	Facer	(coach painting)		
8182				841	8125	Facer	(metal trades: bolt, nail, nut, rivet, screw mfr)		
8183	I			510	5221	Facer	(metal trades)		
8184				500	5312	Facer	(stone dressing)		
8185		*		340	3211	Facilitator, care, primary			
8186		*		340	3211	Facilitator	(medical practice)		
8187		*		179	1234	Factor, coal			
8188				170	1231	Factor, estate		(Scotland)	
8189				371	3232	Factor, housing	(local government:	Scotland)	
8190	I			170	1231	Factor, housing		(Scotland)	
8191		*		179	1234	Factor, motor			
8192	O			}}}	}}}}	Factor			- see also Dealer
8193				169	5119	Falconer			
8194				553	8137	Fanner	(corset mfr)		
8195				169	5119	Farmer, fish			
8196		*		169	5119	Farmer, game			
8197		*		160	5119	Farmer, salmon			
8198		*		160	5119	Farmer, trout			
8199		*		169	5119	Farmer	(fish farm, hatchery)		
8200	M			160	5111	Farmer			
8201				530	5211	Farrier			
8202				899	8129	Fasher			
8203				370	6114	Father, house			
8204				720	7212	Father Christmas			
8205				521	5241	Faultman	(electricity supplier)		
8206				523	5242	Faultsman	(telecommunications)		
8207				899	8129	Feeder, bar			
8208				919	9139	Feeder, belt			
8209				990	9139	Feeder, bin			
8210				800	8111	Feeder, biscuit			
8211				893	8124	Feeder, boiler			
8212				811	8113	Feeder, bowl			
8213				862	9134	Feeder, can			
8214				811	8113	Feeder, card			
8215				811	8113	Feeder, carder			
8216				829	8119	Feeder, clay			
8217				899	8129	Feeder, conveyor	(metal trades)		
8218				811	8113	Feeder, cotton			
8219				890	8123	Feeder, crusher	(mine: not coal)		
8220				901	8223	Feeder, drum		(agricultural machinery)	
8221				811	8113	Feeder, engine	(textile mfr)		
8222				830	8117	Feeder, furnace			
8223				829	8112	Feeder, hopper	(ceramics mfr)		
8224				802	8111	Feeder, hopper	(cigarette mfr)		
8225				891	9133	Feeder, letterpress			
8226				990	9139	Feeder, line			
8227				}}}	}}}}	Feeder, machine			- see Machinist
8228				829	8119	Feeder, mill			
8229				599	5499	Feeder, pallet			
8230				829	8119	Feeder, pan			
8231				839	8117	Feeder, pass, skin	(steelworks)		
8232				891	9133	Feeder, platen			
8233				891	9133	Feeder, printer's			
8234				839	8117	Feeder, roll	(metal mfr)		
8235				839	8117	Feeder, rolls	(metal mfr)		
8236				811	8113	Feeder, scutcher			
8237				552	8113	Feeder, stenter			
8238				441	9149	Feeder, stock			
8239				841	8125	Feeder, tack			
8240				811	8113	Feeder, wool			
8241				811	8113	Feeder, woollen			
8242				821	8121	Feeder	(card, paste board mfr)		
8243				919	9139	Feeder	(cement mfr)		
8244				814	8113	Feeder	(felt hat mfr)		
8245		*		809	8111	Feeder	(food products mfr)		
8246				673	9234	Feeder	(laundry, launderette, dry cleaning)		
8247				841	8125	Feeder	(metal trades: bolt, nail, nut, rivet, screw mfr)		
8248				839	8117	Feeder	(metal trades: foundry)		
8249				839	8117	Feeder	(metal trades: rolling mill)		
8250				841	8125	Feeder	(metal trades: sheet metal working)		
8251				839	8117	Feeder	(metal trades: tube mfr)		
8252				890	8123	Feeder	(mine: not coal)		
8253				891	9133	Feeder	(printing)		
8254				552	8113	Feeder	(textile mfr: textile finishing)		
8255	I			811	8113	Feeder	(textile mfr)		
8256				814	8113	Feeder-in	(textile mfr)		
8257				802	8111	Feeder-up	(tobacco mfr)		
8258				904	9112	Feller, timber			
8259				904	9112	Feller, tree			
8260				553	8137	Feller	(clothing mfr)		
8261				904	9112	Feller	(forestry)		
8262				810	8114	Fellmonger			
8263		*		230	2329	Fellow, research, university, nos			
8264		*		209	2321	Fellow, research, university		(sciences)	
8265		*		291	2322	Fellow, research, university		(social sciences)	
8266		*		209	2329	Fellow, research	(university)		
8267	A			223	2215	Fellow		(dentistry)	
8268	A			220	2211	Fellow		(medicine)	
8269	A			220	2211	Fellow		(surgery)	
8270				223	2215	Fellow		(research, dentistry)	
8271				220	2211	Fellow		(research, medicine)	
8272				220	2211	Fellow		(research, surgery)	
8273	A			209	2329	Fellow		(research)	
8274				223	2215	Fellow	(university:	dentistry)	
8275				220	2211	Fellow	(university:	medicine)	
8276				220	2211	Fellow	(university:	surgery)	
8277	A			230	2311	Fellow	(university)		
8278				599	5499	Felter		(printing rollers)	
8279				501	5313	Felter	(building and contracting)		
8280				825	8116	Felter	(plastics mfr)		
8281				912	9139	Felter	(shipbuilding)		
8282				814	8113	Felter	(textile mfr)		
8283				821	8121	Feltman	(paper mfr)		
8284				814	8113	Feltman	(roofing felt mfr)		
8285				814	8113	Feltman	(textile mfr)		
8286				929	9129	Fencer			
8287				814	8113	Fenter			
8288				809	8111	Fermenter		(non-alcoholic drink)	
8289	A			801	8111	Fermenter			
8290				898	8123	Ferrier			
8291				882	8216	Ferryman	(railways)		
8292	I			880	8217	Ferryman			
8293				829	8119	Festooner	(linoleum mfr)		
8294				829	8119	Festooner	(oilskin mfr)		
8295				889	9139	Fetcher	(textile mfr)		
8296				843	8125	Fettler, brass			
8297				899	8129	Fettler, card			
8298				843	8125	Fettler, castings			
8299				843	8125	Fettler, core			
8300				500	5312	Fettler, cupola			
8301				843	8125	Fettler, iron			
8302				899	8129	Fettler, machine			
8303				591	5491	Fettler, pipe, sanitary			
8304				843	8125	Fettler, shop, machine			
8305				515	5222	Fettler, tool			
8306				899	8129	Fettler, woollen			
8307				599	8119	Fettler	(cast concrete products mfr)		
8308				591	5491	Fettler	(ceramics mfr)		
8309				839	8117	Fettler	(metal trades: puddling)		
8310	I			843	8125	Fettler	(metal trades)		
8311				899	8129	Fettler	(textile mfr)		
8312	M	*		843	8125	Fettler			
8313				150	1171	Field-Marshal			
8314				889	9139	Fielder	(textile mfr)		
8315				201	2112	Fieldman		(professionally qualified)	
8316	Q			160	5111	Fieldman			
8317				201	2112	Fieldsman		(professionally qualified)	
8318	Q			160	5111	Fieldsman			
8319				611	3313	Fighter, fire			
8320				535	5311	Fighter, iron			
8321				531	5212	Filer, core			
8322				843	8125	Filer, foundry			
8323				843	8125	Filer, pattern			
8324				825	8116	Filer, plastics			
8325				843	8125	Filer, spoon and fork			
8326				899	8129	Filer, tool			
8327				843	8125	Filer	(metal trades)		
8328				825	8116	Filer	(plastics mfr)		
8329				579	5492	Filer	(tobacco pipe mfr)		
8330				862	9134	Filler, ampoule			
8331				552	8113	Filler, back			
8332				862	9134	Filler, bag			
8333				552	8113	Filler, bank	(textile mfr)		
8334				862	9134	Filler, barrel			
8335				912	9139	Filler, barrow			
8336				899	8129	Filler, battery	(accumulator mfr)		
8337				814	8113	Filler, battery	(textile mfr)		
8338				814	8113	Filler, bobbin			
8339				862	9134	Filler, bottle			
8340				555	5413	Filler, bottom	(boot mfr)		
8341				912	9139	Filler, box	(blast furnace)		
8342				814	8113	Filler, box	(textile mfr)		
8343	I			862	9134	Filler, box			
8344				813	8113	Filler, braid		(silk)	
8345				599	5499	Filler, brush			
8346				862	9134	Filler, can	(paint mfr)		
8347				862	9134	Filler, can	(petroleum distribution)		
8348				850	8131	Filler, cap	(lamp, valve mfr)		
8349				811	8113	Filler, card			
8350				599	5499	Filler, cartridge			
8351				809	8111	Filler, chocolate			
8352				889	8122	Filler, coal			
8353				889	9139	Filler, coke			
8354				597	8122	Filler, conveyor	(coal mine: below ground)		
8355				559	5419	Filler, cushion			
8356				862	9134	Filler, cylinder			
8357				599	5499	Filler, detonator			
8358				811	8113	Filler, dresser's			
8359				862	9134	Filler, drum	(oil refining)		
8360				420	4131	Filler, envelope			
8361				889	9139	Filler, furnace	(blast furnace)		
8362				814	8113	Filler, hand	(silk weaving)		
8363				559	5419	Filler, hand	(upholstery mfr)		
8364		*		825	8115	Filler, hopper	(plastics mfr)		
8365				814	8113	Filler, hopper	(textile mfr)		
8366				823	8112	Filler, kiln			
8367				599	5499	Filler, machine	(broom, brush mfr)		
8368				814	8113	Filler, machine	(textile mfr)		
8369				814	8113	Filler, magazine		(looms)	
8370				862	9134	Filler, medical	(oxygen works)		
8371				954	9251	Filler, night		(shelf filling)	
8372				862	9134	Filler, oil			
8373				441	9149	Filler, order			
8374				823	8112	Filler, oven	(ceramics mfr)		
8375				862	9134	Filler, oxygen			
8376				862	9134	Filler, paint			
8377				830	8117	Filler, pan	(steelworks)		
8378				862	9134	Filler, pickle			
8379				809	8111	Filler, pie			
8380				830	8117	Filler, plug			
8381				862	9134	Filler, polish			
8382				912	9139	Filler, pot	(steelworks)		
8383				811	8113	Filler, rag			
8384				599	5499	Filler, rocket			
8385				919	9139	Filler, salt			
8386				809	8111	Filler, sausage			
8387				811	8113	Filler, scribble			
8388				954	9251	Filler, shelf			
8389				954	9251	Filler, shop		(shelf filling)	
8390				814	8113	Filler, shuttle			
8391				814	8113	Filler, silk			
8392				912	9139	Filler, spare			
8393				862	9134	Filler, sterile		(CSSD)	
8394				441	9149	Filler, stock			
8395				814	8113	Filler, tin	(textile mfr)		
8396				919	9139	Filler, tray			
8397				889	8122	Filler, truck	(coal mine)		
8398				889	8122	Filler, tub	(coal mine)		
8399				862	9134	Filler, varnish			
8400				889	9139	Filler, wagon			
8401				814	8113	Filler, weaver's			
8402				831	8117	Filler, wire			
8403				869	8139	Filler, wood			
8404		*		954	9251	Filler		(shelf filling)	
8405		*		899	8129	Filler	(battery mfr)		
8406				912	9131	Filler	(blast furnace)		
8407				862	9134	Filler	(brewery)		
8408				599	8119	Filler	(cast concrete products mfr)		
8409				862	9134	Filler	(cement mfr)		
8410				591	5491	Filler	(ceramics mfr)		
8411		*		862	9134	Filler	(chemical mfr)		
8412				889	8122	Filler	(coal mine)		
8413				887	8229	Filler	(coke ovens)		
8414				930	9141	Filler	(docks)		
8415				599	5499	Filler	(explosives mfr)		
8416				599	5499	Filler	(fireworks mfr)		
8417				862	9134	Filler	(food products mfr)		
8418				862	9134	Filler	(match mfr)		
8419				554	5412	Filler	(mattress, upholstery mfr)		
8420				889	9139	Filler	(mine: not coal)		
8421				862	9134	Filler	(oil refining)		
8422				599	5499	Filler	(ordnance factory)		
8423				862	9134	Filler	(paint mfr)		
8424				859	8139	Filler	(pencil, crayon mfr)		
8425				889	9139	Filler	(petroleum distribution)		
8426				814	8113	Filler	(textile mfr)		
8427				802	8111	Filler	(tobacco mfr)		
8428				869	8139	Filler-in, polisher's			
8429				823	8112	Filler-in	(ceramics mfr)		
8430				869	8133	Filler-in	(furniture mfr)		
8431				821	8121	Filler-in	(paper mfr)		
8432				859	8139	Filler-in	(pencil, crayon mfr)		
8433				889	9139	Filler-loader	(petroleum distribution)		
8434				899	8129	Filler-up	(card clothing mfr)		
8435				582	5433	Filleter		(fish)	
8436				490	9219	Filmer, micro			
8437				801	8111	Filterer	(alcoholic drink mfr)		
8438				820	8114	Filterer	(chemical mfr)		
8439				809	8111	Filterer	(food products mfr)		
8440				892	8126	Filterer	(water works)		
8441				361	3534	Financier			
8442				860	8133	Finder, fault			
8443				719	7129	Finder, land			
8444				441	9149	Finder, tool			
8445				814	8113	Finder, worsted	(carpet, rug mfr)		
8446				801	8111	Finer, beer			
8447				899	8129	Finer, super	(buckle mfr)		
8448				899	8129	Finer	(jewellery, plate mfr)		
8449				801	8111	Finingsman			
8450				520	5241	Finisher, armature			
8451				552	8113	Finisher, belt	(textile mfr)		
8452				899	8139	Finisher, blade			
8453				552	8113	Finisher, blanket			
8454				552	8113	Finisher, bleach	(textile mfr)		
8455				840	8125	Finisher, bobbin, brass			
8456				541	5232	Finisher, body	(vehicle mfr)		
8457				562	5423	Finisher, book	(printing)		
8458		*		869	8139	Finisher, boot and shoe			
8459				555	8139	Finisher, bottom			
8460				516	8125	Finisher, brass			
8461				851	8132	Finisher, brush, wire			
8462	O			859	8139	Finisher, brush			
8463				510	5221	Finisher, bush, axle			
8464				517	5224	Finisher, camera			
8465				811	8113	Finisher, can	(worsted mfr)		
8466				553	8137	Finisher, cap			
8467				541	5232	Finisher, car			
8468				899	8139	Finisher, card	(card clothing mfr)		
8469				859	8139	Finisher, card	(printing)		
8470				552	8113	Finisher, carpet			
8471				859	8139	Finisher, case		(jewel, etc cases)	
8472				820	8114	Finisher, caustic			
8473				869	8133	Finisher, cellulose			
8474				516	5223	Finisher, chassis			
8475				834	8118	Finisher, chromium			
8476				552	8113	Finisher, cloth			
8477				541	5232	Finisher, coach			
8478				553	8137	Finisher, coat			
8479				579	5492	Finisher, coffin			
8480				850	8131	Finisher, coil			
8481				553	8137	Finisher, collar			
8482				811	8113	Finisher, combing			
8483				923	8142	Finisher, concrete	(building and contracting)		
8484	I			599	8119	Finisher, concrete			
8485				599	5499	Finisher, cord		(telephone)	
8486				591	5491	Finisher, crucible		(plumbago)	
8487				553	8137	Finisher, curtain			
8488				516	5223	Finisher, cycle			
8489				510	5221	Finisher, disc, wheel			
8490				553	8137	Finisher, dress			
8491				552	8114	Finisher, dyers			
8492				824	8115	Finisher, ebonite			
8493				552	8113	Finisher, fabric			
8494				899	8139	Finisher, faller			
8495				899	8139	Finisher, fork			
8496				899	8139	Finisher, frame	(cycle mfr)		
8497				810	8114	Finisher, fur			
8498				869	8139	Finisher, furniture			
8499				552	8113	Finisher, fuse, safety			
8500				591	5491	Finisher, glass			
8501				553	8137	Finisher, glove			
8502				562	5423	Finisher, gold			
8503				553	8137	Finisher, gown			
8504				553	5419	Finisher, hand	(clothing mfr)		
8505				559	5419	Finisher, hand	(felt hat mfr)		
8506				553	5419	Finisher, hand	(knitted goods mfr)		
8507				559	5419	Finisher, hat			
8508				899	8139	Finisher, hook, spring			
8509				552	8113	Finisher, hosiery			
8510				862	9134	Finisher, jam			
8511				899	8139	Finisher, key			
8512				553	8137	Finisher, kilt			
8513				552	8113	Finisher, lace			
8514				810	8114	Finisher, leather			
8515				591	5491	Finisher, lens			
8516				533	5213	Finisher, metal			
8517				899	8139	Finisher, needle	(needle mfr)		
8518				869	8133	Finisher, paint			
8519				821	8121	Finisher, paper			
8520				579	5492	Finisher, peg, shuttle			
8521				869	8133	Finisher, pencil			
8522		*		569	5423	Finisher, photo			
8523				569	5423	Finisher, photographic			
8524				552	8113	Finisher, piece			
8525				599	8119	Finisher, pipe	(cast concrete products mfr)		
8526				591	5491	Finisher, pipe	(ceramics mfr)		
8527				591	5491	Finisher, pipe	(clay tobacco pipe mfr)		
8528				825	8116	Finisher, plastics			
8529				821	8121	Finisher, plate	(paper mfr)		
8530				552	8113	Finisher, plush			
8531				599	8119	Finisher, post		(concrete)	
8532				569	5423	Finisher, print			
8533				569	5423	Finisher, printer's			
8534				840	8125	Finisher, propeller	(ships' propeller mfr)		
8535				554	5412	Finisher, quilt			
8536				599	5499	Finisher, racquet			
8537				599	5499	Finisher, reed			
8538				599	5499	Finisher, rod, fishing			
8539				552	8113	Finisher, rug			
8540				591	5491	Finisher, sanitary			
8541				842	8125	Finisher, satin	(metal trades)		
8542				553	8137	Finisher, shirt			
8543				555	8139	Finisher, shoe			
8544				899	8139	Finisher, shop, machine			
8545				552	8113	Finisher, silk			
8546				518	5495	Finisher, silver			
8547				843	8125	Finisher, smith's			
8548				859	8139	Finisher, spade			
8549				518	5495	Finisher, spoon and fork			
8550				596	5492	Finisher, spray	(furniture mfr)		
8551				516	5223	Finisher, spring, car, motor			
8552				516	5223	Finisher, spring, coach			
8553	O			833	8117	Finisher, spring			
